step,lr,loss
1,0.0009999999980684609,10.402222633361816
34,0.0009999977671425082,9.60532283782959
68,0.0009999910685921912,8.6168212890625
102,0.000999979904415524,7.597434043884277
136,0.0009999642747232978,6.80116081237793
170,0.000999944179670619,6.2719597816467285
204,0.000999919619456907,5.982213497161865
238,0.0009998905943258921,5.707977294921875
272,0.0009998571045656151,5.55594539642334
306,0.0009998191505084218,5.3819403648376465
340,0.0009997767325309608,5.2719292640686035
374,0.0009997298510541802,5.174276828765869
408,0.0009996785065433233,4.997952938079834
442,0.0009996226995079229,4.959475517272949
476,0.0009995624305017975,4.811219215393066
510,0.0009994977001230455,4.807545185089111
544,0.0009994285090140387,4.676235198974609
577,0.0009993570877248345,4.587353706359863
611,0.0009992791084049066,4.597203254699707
645,0.0009991966705239874,4.5702033042907715
679,0.000999109774900174,4.525160312652588
713,0.0009990184223958028,4.452045917510986
747,0.0009989226139174388,4.385538101196289
781,0.0009988223504158668,4.304710865020752
815,0.000998717632886083,4.2412848472595215
849,0.0009986084623672847,4.1474609375
883,0.0009984948399428591,4.052520751953125
917,0.000998376766740374,3.934913158416748
951,0.0009982542439315651,3.910918712615967
985,0.0009981272727323262,3.8581950664520264
1019,0.000997995854402695,3.7848122119903564
1053,0.0009978599902468427,3.8770227432250977
1087,0.000997719681613059,3.7604870796203613
1120,0.0009975792507016315,3.7006256580352783
1154,0.0009974301879490867,3.8192033767700195
1188,0.0009972766849838874,3.6000778675079346
1222,0.0009971187433293683,3.6060714721679688
1256,0.0009969563645529122,3.744330883026123
1290,0.0009967895502659356,3.6821212768554688
1324,0.0009966183021238718,3.5836551189422607
1358,0.0009964426218261554,3.5043933391571045
1392,0.000996262511116204,3.6518352031707764
1426,0.0009960779717814025,3.582563638687134
1460,0.0009958890056530846,3.5005171298980713
1494,0.0009956956146065141,3.510472536087036
1528,0.000995497800560867,3.5724809169769287
1562,0.0009952955654792134,3.5640640258789062
1596,0.0009950889113684953,3.4391088485717773
1630,0.000994877840279509,3.475982427597046
1664,0.0009946623543068847,3.4070186614990234
1697,0.0009944489861627424,3.390211582183838
1731,0.0009942248065728406,3.4450442790985107
1765,0.0009939962185798838,3.3747458457946777
1799,0.0009937632244523356,3.4470667839050293
1833,0.000993525826502386,3.3432133197784424
1867,0.0009932840270859276,3.397268533706665
1901,0.0009930378286025316,3.363908529281616
1935,0.0009927872334954257,3.334521532058716
1969,0.000992532244251468,3.3737316131591797
2003,0.000992272863401124,3.429988384246826
2037,0.00099200909351844,3.378697395324707
2071,0.0009917409372210185,3.25583815574646
2105,0.000991468397169992,3.350008726119995
