step,lr,loss
277,0.001,5.541234016418457
278,0.001,5.566790580749512
279,0.001,5.530760288238525
280,0.001,5.506199836730957
281,0.001,5.511826992034912
282,0.001,5.505395889282227
283,0.001,5.49397087097168
284,0.001,5.507834434509277
285,0.001,5.55088996887207
286,0.001,5.476508617401123
287,0.001,5.506136417388916
288,0.001,5.463495254516602
289,0.001,5.489220142364502
290,0.001,5.48002290725708
291,0.001,5.469207763671875
292,0.001,5.446300983428955
293,0.001,5.451855659484863
294,0.001,5.44506311416626
295,0.001,5.435550689697266
296,0.001,5.467484951019287
297,0.001,5.443814277648926
298,0.001,5.469513893127441
299,0.001,5.4079155921936035
300,0.001,5.385385990142822
301,0.001,5.460116863250732
302,0.001,5.384133815765381
303,0.001,5.4006218910217285
304,0.001,5.370011329650879
305,0.001,5.3947858810424805
306,0.001,5.3908538818359375
307,0.001,5.389075756072998
308,0.001,5.361194133758545
309,0.001,5.397876262664795
310,0.001,5.404867172241211
311,0.001,5.309002876281738
312,0.001,5.395883560180664
313,0.001,5.3753509521484375
314,0.001,5.356491565704346
315,0.001,5.339202880859375
316,0.001,5.368124485015869
317,0.001,5.36331844329834
318,0.001,5.343069553375244
319,0.001,5.333698749542236
320,0.001,5.365061283111572
321,0.001,5.34898042678833
322,0.001,5.328697681427002
323,0.001,5.3061723709106445
324,0.001,5.322953701019287
325,0.001,5.29263162612915
326,0.001,5.333589553833008
327,0.001,5.279770851135254
328,0.001,5.298986911773682
329,0.001,5.30772066116333
330,0.001,5.304788589477539
331,0.001,5.248721599578857
332,0.001,5.29066276550293
333,0.001,5.281379222869873
334,0.001,5.265430927276611
335,0.001,5.285209655761719
336,0.001,5.23021936416626
337,0.001,5.335109233856201
338,0.001,5.260647773742676
339,0.001,5.324550151824951
340,0.001,5.276960849761963
341,0.001,5.2069411277771
342,0.001,5.233882427215576
343,0.001,5.196669101715088
344,0.001,5.27166223526001
345,0.001,5.248263359069824
346,0.001,5.2125468254089355
347,0.001,5.206256866455078
348,0.001,5.191124439239502
349,0.001,5.2256035804748535
350,0.001,5.180877208709717
351,0.001,5.185398578643799
352,0.001,5.225834369659424
353,0.001,5.250913619995117
354,0.001,5.093627452850342
355,0.001,5.234742164611816
356,0.001,5.1890130043029785
357,0.001,5.213647842407227
358,0.001,5.168656349182129
359,0.001,5.201228141784668
360,0.001,5.117372512817383
361,0.001,5.180755615234375
362,0.001,5.259259223937988
363,0.001,5.129945755004883
364,0.001,5.145342826843262
365,0.001,5.122769832611084
366,0.001,5.161800861358643
367,0.001,5.142218589782715
368,0.001,5.151783466339111
369,0.001,5.166160583496094
370,0.001,5.13909912109375
371,0.001,5.163625240325928
372,0.001,5.111158847808838
373,0.001,5.14001989364624
374,0.001,5.173547744750977
375,0.001,5.097625732421875
376,0.001,5.133852481842041
377,0.001,5.129953861236572
378,0.001,5.067460060119629
379,0.001,5.116376876831055
380,0.001,5.022974491119385
381,0.001,5.064250469207764
382,0.001,5.069347381591797
383,0.001,5.097414970397949
384,0.001,5.048551082611084
385,0.001,5.039846897125244
386,0.001,5.020276069641113
387,0.001,5.1132707595825195
388,0.001,5.08756685256958
389,0.001,5.110306262969971
390,0.001,5.027575969696045
391,0.001,5.086358547210693
392,0.001,5.031796932220459
393,0.001,5.051553726196289
394,0.001,5.019715309143066
395,0.001,5.080915927886963
396,0.001,4.995241165161133
397,0.001,5.04901123046875
398,0.001,5.046292781829834
399,0.001,5.039621829986572
400,0.001,5.111073017120361
401,0.001,4.989415168762207
402,0.001,4.985663414001465
403,0.001,5.038854122161865
404,0.001,4.99778938293457
405,0.001,5.055202960968018
406,0.001,5.085104465484619
407,0.001,5.049366474151611
408,0.001,4.997056007385254
409,0.001,5.037686347961426
410,0.001,4.997864246368408
411,0.001,4.994348049163818
412,0.001,5.032076358795166
413,0.001,5.009393215179443
414,0.001,4.963501453399658
415,0.001,4.951827049255371
416,0.001,5.0182342529296875
417,0.001,4.988242149353027
418,0.001,4.977910041809082
419,0.001,4.966714382171631
420,0.001,4.986778736114502
421,0.001,4.977564334869385
422,0.001,4.9977006912231445
423,0.001,4.959721565246582
424,0.001,4.965182304382324
425,0.001,4.919760704040527
426,0.001,4.952585697174072
427,0.001,4.984579563140869
428,0.001,4.959529876708984
429,0.001,4.954841136932373
430,0.001,4.926316738128662
431,0.001,4.933608531951904
432,0.001,4.918670654296875
433,0.001,4.893173694610596
434,0.001,4.896994590759277
435,0.001,4.96425724029541
436,0.001,4.9813714027404785
437,0.001,4.866113185882568
438,0.001,4.942774772644043
439,0.001,4.941171646118164
440,0.001,4.959139347076416
441,0.001,4.940465927124023
442,0.001,4.969189167022705
443,0.001,4.895005226135254
444,0.001,4.988239288330078
445,0.001,4.941189765930176
446,0.001,4.879760265350342
447,0.001,4.872473239898682
448,0.001,4.962688446044922
449,0.001,4.920963764190674
450,0.001,4.911074161529541
451,0.001,4.889196872711182
452,0.001,4.862489700317383
453,0.001,4.896793365478516
454,0.001,4.931586265563965
455,0.001,4.876434326171875
456,0.001,4.906211853027344
457,0.001,4.870369911193848
458,0.001,4.874777793884277
459,0.001,4.911409854888916
460,0.001,4.846741676330566
461,0.001,4.833126068115234
462,0.001,4.932209491729736
463,0.001,4.827470302581787
464,0.001,4.8600358963012695
465,0.001,4.863853931427002
466,0.001,4.8517022132873535
467,0.001,4.8531880378723145
468,0.001,4.872591495513916
469,0.001,4.90654993057251
470,0.001,4.855216979980469
471,0.001,4.856517314910889
472,0.001,4.809650897979736
473,0.001,4.829222202301025
474,0.001,4.794256210327148
475,0.001,4.816348552703857
476,0.001,4.819361209869385
477,0.001,4.826819896697998
478,0.001,4.833601474761963
479,0.001,4.8703508377075195
480,0.001,4.7957963943481445
481,0.001,4.815639495849609
482,0.001,4.859349727630615
483,0.001,4.837225437164307
484,0.001,4.827034950256348
485,0.001,4.81152868270874
486,0.001,4.804547309875488
487,0.001,4.844534873962402
488,0.001,4.7698540687561035
489,0.001,4.803379535675049
490,0.001,4.778896808624268
491,0.001,4.820735931396484
492,0.001,4.845250129699707
493,0.001,4.815914154052734
494,0.001,4.713139533996582
495,0.001,4.802582263946533
496,0.001,4.792016506195068
497,0.001,4.79368782043457
498,0.001,4.7601423263549805
499,0.001,4.78942346572876
500,0.001,4.818686485290527
501,0.001,4.795803546905518
502,0.001,4.779960632324219
503,0.001,4.769058704376221
504,0.001,4.763162136077881
505,0.001,4.7229485511779785
506,0.001,4.773043155670166
507,0.001,4.790595531463623
508,0.001,4.762881755828857
509,0.001,4.750213146209717
510,0.001,4.806814670562744
511,0.001,4.774336338043213
512,0.001,4.769795894622803
513,0.001,4.7506937980651855
514,0.001,4.75701379776001
515,0.001,4.748290061950684
516,0.001,4.662802219390869
517,0.001,4.781289577484131
518,0.001,4.690805912017822
519,0.001,4.729236125946045
520,0.001,4.709291458129883
521,0.001,4.723710060119629
522,0.001,4.769466876983643
523,0.001,4.741878509521484
524,0.001,4.752777099609375
525,0.001,4.790083408355713
526,0.001,4.81178617477417
527,0.001,4.761937141418457
528,0.001,4.735329627990723
529,0.001,4.735432147979736
530,0.001,4.766653537750244
531,0.001,4.75042724609375
532,0.001,4.734292984008789
533,0.001,4.692661285400391
534,0.001,4.742281913757324
535,0.001,4.748230934143066
536,0.001,4.669038772583008
537,0.001,4.669583320617676
538,0.001,4.688258647918701
539,0.001,4.7581257820129395
540,0.001,4.720033168792725
541,0.001,4.651895999908447
542,0.001,4.726156711578369
543,0.001,4.655086040496826
544,0.001,4.678456783294678
545,0.001,4.657800674438477
546,0.001,4.706954002380371
547,0.001,4.749581336975098
548,0.001,4.643866539001465
549,0.001,4.705001354217529
550,0.001,4.652994632720947
551,0.001,4.704338550567627
552,0.001,4.727497100830078
553,0.001,4.635167121887207
554,0.001,4.662524223327637
555,0.001,4.672759056091309
556,0.001,4.6155571937561035
557,0.001,4.6653056144714355
558,0.001,4.717099666595459
559,0.001,4.7303266525268555
560,0.001,4.69301700592041
561,0.001,4.6476945877075195
562,0.001,4.653547763824463
563,0.001,4.634510517120361
564,0.001,4.697580814361572
565,0.001,4.621789932250977
566,0.001,4.675840377807617
567,0.001,4.650798797607422
568,0.001,4.613063335418701
569,0.001,4.6517014503479
570,0.001,4.710408687591553
571,0.001,4.636194229125977
572,0.001,4.607841968536377
573,0.001,4.633896827697754
574,0.001,4.660811901092529
575,0.001,4.600172519683838
576,0.001,4.665350437164307
577,0.001,4.585314750671387
578,0.001,4.609885215759277
579,0.001,4.6636738777160645
580,0.001,4.631441593170166
581,0.001,4.587156772613525
582,0.001,4.653468608856201
583,0.001,4.662181377410889
584,0.001,4.601585388183594
585,0.001,4.647451877593994
586,0.001,4.628714561462402
587,0.001,4.627067565917969
588,0.001,4.5737786293029785
589,0.001,4.578765392303467
590,0.001,4.658148288726807
591,0.001,4.6005539894104
592,0.001,4.618440628051758
593,0.001,4.632728099822998
594,0.001,4.604445457458496
595,0.001,4.616531848907471
596,0.001,4.586195468902588
597,0.001,4.660029411315918
598,0.001,4.642454147338867
599,0.001,4.557368755340576
600,0.001,4.596209526062012
601,0.001,4.6121134757995605
602,0.001,4.6209611892700195
603,0.001,4.55667781829834
604,0.001,4.636925220489502
605,0.001,4.580004692077637
606,0.001,4.59430456161499
607,0.001,4.657188415527344
608,0.001,4.625437259674072
609,0.001,4.610427379608154
610,0.001,4.595409870147705
611,0.001,4.589252471923828
612,0.001,4.61515474319458
613,0.001,4.625884532928467
614,0.001,4.668214797973633
615,0.001,4.5713019371032715
616,0.001,4.537565231323242
617,0.001,4.610531806945801
618,0.001,4.638362884521484
619,0.001,4.5894975662231445
620,0.001,4.56158971786499
621,0.001,4.528306484222412
622,0.001,4.556115627288818
623,0.001,4.6329169273376465
624,0.001,4.571985721588135
625,0.001,4.541969299316406
626,0.001,4.529696941375732
627,0.001,4.581605911254883
628,0.001,4.581117630004883
629,0.001,4.567607402801514
630,0.001,4.531973361968994
631,0.001,4.529172897338867
632,0.001,4.559762954711914
633,0.001,4.579931735992432
634,0.001,4.51301383972168
635,0.001,4.544341087341309
636,0.001,4.536029815673828
637,0.001,4.558508396148682
638,0.001,4.491085529327393
639,0.001,4.57578182220459
640,0.001,4.557173728942871
641,0.001,4.54163122177124
642,0.001,4.5051140785217285
643,0.001,4.5283074378967285
644,0.001,4.473581314086914
645,0.001,4.56414270401001
646,0.001,4.466584205627441
647,0.001,4.567206382751465
648,0.001,4.5001540184021
649,0.001,4.492994785308838
650,0.001,4.51259708404541
651,0.001,4.4970383644104
652,0.001,4.535606384277344
653,0.001,4.51569128036499
654,0.001,4.519148349761963
655,0.001,4.576404571533203
656,0.001,4.474468231201172
657,0.001,4.500180721282959
658,0.001,4.576192855834961
659,0.001,4.525975704193115
660,0.001,4.527587413787842
661,0.001,4.552340030670166
662,0.001,4.516969203948975
663,0.001,4.4958672523498535
664,0.001,4.507569789886475
665,0.001,4.458654880523682
666,0.001,4.47041654586792
667,0.001,4.44842529296875
668,0.001,4.512438774108887
669,0.001,4.447578430175781
670,0.001,4.457922458648682
671,0.001,4.48328161239624
672,0.001,4.427593231201172
673,0.001,4.5258917808532715
674,0.001,4.530982971191406
675,0.001,4.489926815032959
676,0.001,4.477149963378906
677,0.001,4.491713047027588
678,0.001,4.51647424697876
679,0.001,4.520690441131592
680,0.001,4.561774253845215
681,0.001,4.505081653594971
682,0.001,4.4435296058654785
683,0.001,4.500323295593262
684,0.001,4.449385166168213
685,0.001,4.4886040687561035
686,0.001,4.481052875518799
687,0.001,4.524819374084473
688,0.001,4.475167274475098
689,0.001,4.460911273956299
690,0.001,4.474915027618408
691,0.001,4.467648029327393
692,0.001,4.4054765701293945
693,0.001,4.465550899505615
694,0.001,4.453099727630615
695,0.001,4.515294075012207
696,0.001,4.449963569641113
697,0.001,4.480979919433594
698,0.001,4.436435222625732
699,0.001,4.487009525299072
700,0.001,4.45701265335083
701,0.001,4.505983352661133
702,0.001,4.4575347900390625
703,0.001,4.483137130737305
704,0.001,4.482092380523682
705,0.001,4.431971073150635
706,0.001,4.489194393157959
707,0.001,4.451532363891602
708,0.001,4.378762722015381
709,0.001,4.4154438972473145
710,0.001,4.4774169921875
711,0.001,4.472434997558594
712,0.001,4.39667272567749
713,0.001,4.449930191040039
714,0.001,4.432256698608398
715,0.001,4.397136211395264
716,0.001,4.415411472320557
717,0.001,4.430235862731934
718,0.001,4.363920211791992
719,0.001,4.410472869873047
720,0.001,4.452947616577148
721,0.001,4.438972473144531
722,0.001,4.391331672668457
723,0.001,4.449363708496094
724,0.001,4.428834438323975
725,0.001,4.404900550842285
726,0.001,4.41375207901001
727,0.001,4.422656536102295
728,0.001,4.368991851806641
729,0.001,4.383018493652344
730,0.001,4.463738441467285
731,0.001,4.399687767028809
732,0.001,4.400768756866455
733,0.001,4.417975902557373
734,0.001,4.449465274810791
735,0.001,4.441745281219482
736,0.001,4.349381923675537
737,0.001,4.42327356338501
738,0.001,4.424871921539307
739,0.001,4.366923809051514
740,0.001,4.428609371185303
741,0.001,4.421026229858398
742,0.001,4.342440128326416
743,0.001,4.308899879455566
744,0.001,4.393238067626953
745,0.001,4.432690620422363
746,0.001,4.392268180847168
747,0.001,4.395155429840088
748,0.001,4.407540798187256
749,0.001,4.412294864654541
750,0.001,4.426870822906494
751,0.001,4.375000476837158
752,0.001,4.448660373687744
753,0.001,4.3840484619140625
754,0.001,4.391322612762451
755,0.001,4.449621677398682
756,0.001,4.412228584289551
757,0.001,4.367514610290527
758,0.001,4.394968032836914
759,0.001,4.396046161651611
760,0.001,4.3472819328308105
761,0.001,4.391605377197266
762,0.001,4.336657524108887
763,0.001,4.3533172607421875
764,0.001,4.372931957244873
765,0.001,4.370208740234375
766,0.001,4.308720111846924
767,0.001,4.324995040893555
768,0.001,4.32464075088501
769,0.001,4.363359451293945
770,0.001,4.3518147468566895
771,0.001,4.329853534698486
772,0.001,4.353579521179199
773,0.001,4.322885990142822
774,0.001,4.312649250030518
775,0.001,4.321464538574219
776,0.001,4.345003604888916
777,0.001,4.32642936706543
778,0.001,4.278294086456299
779,0.001,4.355653285980225
780,0.001,4.347455024719238
781,0.001,4.324084758758545
782,0.001,4.340102195739746
783,0.001,4.285400867462158
784,0.001,4.308821678161621
785,0.001,4.334320545196533
786,0.001,4.290990352630615
787,0.001,4.267683506011963
788,0.001,4.344222545623779
789,0.001,4.361058712005615
790,0.001,4.35842752456665
791,0.001,4.379950046539307
792,0.001,4.327360153198242
793,0.001,4.238216876983643
794,0.001,4.21014404296875
795,0.001,4.28397798538208
796,0.001,4.237638473510742
797,0.001,4.263576984405518
798,0.001,4.303178787231445
799,0.001,4.264284610748291
800,0.001,4.234848499298096
801,0.001,4.274229526519775
802,0.001,4.218185901641846
803,0.001,4.2185845375061035
804,0.001,4.24818754196167
805,0.001,4.213040351867676
806,0.001,4.235147953033447
807,0.001,4.23439884185791
808,0.001,4.243904113769531
809,0.001,4.233687877655029
810,0.001,4.231026649475098
811,0.001,4.218896389007568
812,0.001,4.22222375869751
813,0.001,4.212005615234375
814,0.001,4.232623100280762
815,0.001,4.256010055541992
816,0.001,4.261497497558594
817,0.001,4.221250057220459
818,0.001,4.244589328765869
819,0.001,4.291701316833496
820,0.001,4.26513671875
821,0.001,4.193808555603027
822,0.001,4.198492527008057
823,0.001,4.219451427459717
824,0.001,4.276937007904053
825,0.001,4.211278438568115
826,0.001,4.189721584320068
827,0.001,4.227410316467285
828,0.001,4.247877597808838
829,0.001,4.212984561920166
830,0.001,4.2201619148254395
831,0.001,4.146570682525635
832,0.001,4.150330543518066
833,0.001,4.20217227935791
834,0.001,4.085941314697266
835,0.001,4.178072452545166
836,0.001,4.138876438140869
837,0.001,4.158929824829102
838,0.001,4.142081260681152
839,0.001,4.15288782119751
840,0.001,4.160810470581055
841,0.001,4.105469703674316
842,0.001,4.151290416717529
843,0.001,4.1780900955200195
844,0.001,4.118840217590332
845,0.001,4.151304721832275
846,0.001,4.112846374511719
847,0.001,4.195745468139648
848,0.001,4.0793633460998535
849,0.001,4.178940773010254
850,0.001,4.116199016571045
851,0.001,4.148965835571289
852,0.001,4.076692581176758
853,0.001,4.122270107269287
854,0.001,4.098466873168945
855,0.001,4.121359348297119
856,0.001,4.108675956726074
857,0.001,4.099804878234863
858,0.001,4.115072250366211
859,0.001,4.087830543518066
860,0.001,4.108590602874756
861,0.001,4.138853549957275
862,0.001,4.114794731140137
863,0.001,4.091760158538818
864,0.001,4.089608669281006
865,0.001,4.100694179534912
866,0.001,4.1068220138549805
867,0.001,4.1016645431518555
868,0.001,4.02228307723999
869,0.001,4.040068626403809
870,0.001,4.115170955657959
871,0.001,4.052112102508545
872,0.001,4.020445823669434
873,0.001,4.102114200592041
874,0.001,3.9785380363464355
875,0.001,4.0578742027282715
876,0.001,4.0892744064331055
877,0.001,4.0396552085876465
878,0.001,4.024866104125977
879,0.001,4.151833534240723
880,0.001,4.050999641418457
881,0.001,4.004515171051025
882,0.001,4.030226230621338
883,0.001,4.060535907745361
884,0.001,4.07558536529541
885,0.001,4.0040764808654785
886,0.001,4.024162769317627
887,0.001,4.076862812042236
888,0.001,3.992968797683716
889,0.001,4.052435398101807
890,0.001,3.9934284687042236
891,0.001,4.101902008056641
892,0.001,3.967862129211426
893,0.001,3.9475724697113037
894,0.001,3.9551379680633545
895,0.001,4.02690315246582
896,0.001,3.996774911880493
897,0.001,4.0344719886779785
898,0.001,4.020796298980713
899,0.001,3.985196113586426
900,0.001,4.05968713760376
901,0.001,4.012833595275879
902,0.001,4.032431125640869
903,0.001,4.027547359466553
904,0.001,4.035960674285889
905,0.001,3.9897799491882324
906,0.001,3.97477388381958
907,0.001,3.9111874103546143
908,0.001,4.004745960235596
909,0.001,4.019721031188965
910,0.001,3.9607205390930176
911,0.001,4.029794216156006
912,0.001,3.8920750617980957
913,0.001,3.986375570297241
914,0.001,3.9268710613250732
915,0.001,3.998152017593384
916,0.001,3.9332852363586426
917,0.001,3.9319543838500977
918,0.001,3.9522125720977783
919,0.001,3.974761962890625
920,0.001,4.000329494476318
921,0.001,3.9945995807647705
922,0.001,3.94570255279541
923,0.001,3.94887113571167
924,0.001,4.012976169586182
925,0.001,3.9752955436706543
926,0.001,3.877856731414795
927,0.001,4.004814624786377
928,0.001,3.9219343662261963
929,0.001,3.961010456085205
930,0.001,3.9879274368286133
931,0.001,3.9354946613311768
932,0.001,3.9519853591918945
933,0.001,4.059596061706543
934,0.001,3.9485397338867188
935,0.001,3.9606916904449463
936,0.001,3.9383811950683594
937,0.001,3.9366230964660645
938,0.001,3.980342149734497
939,0.001,3.9936320781707764
940,0.001,3.9034228324890137
941,0.001,3.944610595703125
942,0.001,3.909214973449707
943,0.001,3.97232985496521
944,0.001,3.869856119155884
945,0.001,3.8779025077819824
946,0.001,3.9166712760925293
947,0.001,3.880608558654785
948,0.001,3.934011220932007
949,0.001,3.883631944656372
950,0.001,3.9297561645507812
951,0.001,3.9284164905548096
952,0.001,3.934748411178589
953,0.001,3.9259254932403564
954,0.001,3.8876941204071045
955,0.001,3.907257556915283
956,0.001,3.884721517562866
957,0.001,3.9479265213012695
958,0.001,3.9154655933380127
959,0.001,3.8502511978149414
960,0.001,3.9627833366394043
961,0.001,3.889042377471924
962,0.001,3.9518072605133057
963,0.001,3.886929750442505
964,0.001,3.8602421283721924
965,0.001,3.8917720317840576
966,0.001,3.8604326248168945
967,0.001,3.924206256866455
968,0.001,3.873502016067505
969,0.001,3.9066903591156006
970,0.001,3.817610502243042
971,0.001,3.856558084487915
972,0.001,3.8684158325195312
973,0.001,3.9110405445098877
974,0.001,3.8618783950805664
975,0.001,3.887500286102295
976,0.001,3.8951733112335205
977,0.001,3.8173298835754395
978,0.001,3.8858680725097656
979,0.001,3.8559086322784424
980,0.001,3.8919360637664795
981,0.001,3.925746202468872
982,0.001,3.8618927001953125
983,0.001,3.919632911682129
984,0.001,3.9102063179016113
985,0.001,3.8587656021118164
986,0.001,3.954481840133667
987,0.001,3.903653144836426
988,0.001,3.9060635566711426
