step	pred	loss
1.256000000000000000e+03	3.610293159943350538e+00	3.744330883026123047e+00
1.290000000000000000e+03	3.593240424670255173e+00	3.682121276855468750e+00
1.324000000000000000e+03	3.576915837932854281e+00	3.583655118942260742e+00
1.358000000000000000e+03	3.561270793270648216e+00	3.504393339157104492e+00
1.392000000000000000e+03	3.546261039803344506e+00	3.651835203170776367e+00
1.426000000000000000e+03	3.531846197040972690e+00	3.582563638687133789e+00
1.460000000000000000e+03	3.517989333817904463e+00	3.500517129898071289e+00
1.494000000000000000e+03	3.504656601605126376e+00	3.510472536087036133e+00
1.528000000000000000e+03	3.491816914120804860e+00	3.572480916976928711e+00
1.562000000000000000e+03	3.479441666509997866e+00	3.564064025878906250e+00
1.596000000000000000e+03	3.467504488465353862e+00	3.439108848571777344e+00
1.630000000000000000e+03	3.455981026562156000e+00	3.475982427597045898e+00
1.664000000000000000e+03	3.444848751822719102e+00	3.407018661499023438e+00
1.697000000000000000e+03	3.434398216912517121e+00	3.390211582183837891e+00
1.731000000000000000e+03	3.423977135106169634e+00	3.445044279098510742e+00
1.765000000000000000e+03	3.413889498174740744e+00	3.374745845794677734e+00
1.799000000000000000e+03	3.404118512154901577e+00	3.447066783905029297e+00
1.833000000000000000e+03	3.394648524881096474e+00	3.343213319778442383e+00
1.867000000000000000e+03	3.385464928922303773e+00	3.397268533706665039e+00
1.901000000000000000e+03	3.376554074362865698e+00	3.363908529281616211e+00
1.935000000000000000e+03	3.367903190273174197e+00	3.334521532058715820e+00
1.969000000000000000e+03	3.359500313868951871e+00	3.373731613159179688e+00
2.003000000000000000e+03	3.351334226488324131e+00	3.429988384246826172e+00
2.037000000000000000e+03	3.343394395627436566e+00	3.378697395324707031e+00
2.071000000000000000e+03	3.335670922370991942e+00	3.255838155746459961e+00
2.105000000000000000e+03	3.328154493636388711e+00	3.350008726119995117e+00
2.139000000000000000e+03	3.320836338720998260e+00	3.207366704940795898e+00
2.173000000000000000e+03	3.313708189703444607e+00	3.280383110046386719e+00
2.207000000000000000e+03	3.306762245302817593e+00	3.262385606765747070e+00
2.240000000000000000e+03	3.300187858782326344e+00	3.187197685241699219e+00
2.274000000000000000e+03	3.293579782356519825e+00	3.262269973754882812e+00
2.308000000000000000e+03	3.287133178600765593e+00	3.264140367507934570e+00
2.342000000000000000e+03	3.280841799148314752e+00	3.254223585128784180e+00
2.376000000000000000e+03	3.274699723151165642e+00	3.196126699447631836e+00
2.410000000000000000e+03	3.268701335724925716e+00	3.283022642135620117e+00
2.444000000000000000e+03	3.262841308093047843e+00	3.191979646682739258e+00
2.478000000000000000e+03	3.257114579274939636e+00	3.220553636550903320e+00
2.512000000000000000e+03	3.251516339178592840e+00	3.279223918914794922e+00
2.546000000000000000e+03	3.246042012972654156e+00	3.279469013214111328e+00
2.580000000000000000e+03	3.240687246625497675e+00	3.253807783126831055e+00
2.614000000000000000e+03	3.235447893510083883e+00	3.188585519790649414e+00
2.648000000000000000e+03	3.230320001983356004e+00	3.155847311019897461e+00
2.682000000000000000e+03	3.225299803857787584e+00	3.206944942474365234e+00
2.716000000000000000e+03	3.220383703690623101e+00	3.143100023269653320e+00
2.750000000000000000e+03	3.215568268823399301e+00	3.254957199096679688e+00
2.783000000000000000e+03	3.210987625945491697e+00	3.169083595275878906e+00
2.817000000000000000e+03	3.206361100438081646e+00	3.193083763122558594e+00
2.851000000000000000e+03	3.201825915645470477e+00	3.136548995971679688e+00
2.885000000000000000e+03	3.197379199723058285e+00	3.143904447555541992e+00
2.919000000000000000e+03	3.193018203309896386e+00	3.114909648895263672e+00
2.953000000000000000e+03	3.188740292952723987e+00	3.149043560028076172e+00
2.987000000000000000e+03	3.184542944954024346e+00	3.139188766479492188e+00
3.021000000000000000e+03	3.180423739612300515e+00	3.191187381744384766e+00
3.055000000000000000e+03	3.176380355825466850e+00	3.222542285919189453e+00
3.089000000000000000e+03	3.172410566030705148e+00	3.157694101333618164e+00
3.123000000000000000e+03	3.168512231456384498e+00	3.104194879531860352e+00
3.157000000000000000e+03	3.164683297663618777e+00	3.157145023345947266e+00
3.191000000000000000e+03	3.160921790356909344e+00	3.112621545791625977e+00
3.225000000000000000e+03	3.157225811444955177e+00	3.060373306274414062e+00
3.259000000000000000e+03	3.153593535334228370e+00	3.119364261627197266e+00
3.293000000000000000e+03	3.150023205439309582e+00	3.142621994018554688e+00
3.327000000000000000e+03	3.146513130895202792e+00	3.202686071395874023e+00
3.360000000000000000e+03	3.143162374658472924e+00	3.114659547805786133e+00
3.394000000000000000e+03	3.139766329437108094e+00	3.160350799560546875e+00
3.428000000000000000e+03	3.136425874839458228e+00	3.088619947433471680e+00
3.462000000000000000e+03	3.133139552027611963e+00	3.057525634765625000e+00
3.496000000000000000e+03	3.129905954104029497e+00	3.101788997650146484e+00
3.530000000000000000e+03	3.126723723779576414e+00	3.089632511138916016e+00
3.564000000000000000e+03	3.123591551167545166e+00	3.080458879470825195e+00
3.598000000000000000e+03	3.120508171695732802e+00	3.068178892135620117e+00
3.632000000000000000e+03	3.117472364129199036e+00	3.123233556747436523e+00
3.666000000000000000e+03	3.114482948696884357e+00	3.021283864974975586e+00
3.700000000000000000e+03	3.111538785315699496e+00	3.037240743637084961e+00
3.734000000000000000e+03	3.108638771906198972e+00	3.072128772735595703e+00
3.768000000000000000e+03	3.105781842794312020e+00	3.055316925048828125e+00
3.802000000000000000e+03	3.102966967194010550e+00	3.074211359024047852e+00
3.836000000000000000e+03	3.100193147766135304e+00	3.059263944625854492e+00
3.870000000000000000e+03	3.097459419248913104e+00	3.083925008773803711e+00
3.903000000000000000e+03	3.094843548936819566e+00	3.064627408981323242e+00
3.937000000000000000e+03	3.092186115923696743e+00	3.005201578140258789e+00
3.971000000000000000e+03	3.089566083183347356e+00	3.051653623580932617e+00
4.005000000000000000e+03	3.086982600577091507e+00	2.969207286834716797e+00
4.039000000000000000e+03	3.084434844165953038e+00	3.083797216415405273e+00
4.073000000000000000e+03	3.081922015191490338e+00	3.047042131423950195e+00
4.107000000000000000e+03	3.079443339104398714e+00	3.089868307113647461e+00
4.141000000000000000e+03	3.076998064638274410e+00	3.048221588134765625e+00
4.175000000000000000e+03	3.074585462926083590e+00	3.009696483612060547e+00
4.209000000000000000e+03	3.072204826657042087e+00	3.051431655883789062e+00
4.243000000000000000e+03	3.069855469271745463e+00	2.988773345947265625e+00
4.277000000000000000e+03	3.067536724193528741e+00	3.018201589584350586e+00
4.311000000000000000e+03	3.065247944094142252e+00	2.988444089889526367e+00
4.345000000000000000e+03	3.062988500191964114e+00	3.052568674087524414e+00
4.379000000000000000e+03	3.060757781581061376e+00	2.986334800720214844e+00
4.413000000000000000e+03	3.058555194589515747e+00	3.022327899932861328e+00
4.447000000000000000e+03	3.056380162165524883e+00	2.979019403457641602e+00
4.480000000000000000e+03	3.054294920766742027e+00	3.022494316101074219e+00
4.514000000000000000e+03	3.052172559653556938e+00	2.958170413970947266e+00
4.548000000000000000e+03	3.050076131320103912e+00	3.013776540756225586e+00
4.582000000000000000e+03	3.048005119147261244e+00	2.972297668457031250e+00
4.616000000000000000e+03	3.045959020450986543e+00	3.024717330932617188e+00
4.650000000000000000e+03	3.043937346007655087e+00	2.956684112548828125e+00
4.684000000000000000e+03	3.041939619598899469e+00	3.085476636886596680e+00
4.718000000000000000e+03	3.039965377575023719e+00	2.982655048370361328e+00
4.752000000000000000e+03	3.038014168436093954e+00	3.077406644821166992e+00
4.786000000000000000e+03	3.036085552429880874e+00	3.048002243041992188e+00
4.820000000000000000e+03	3.034179101165852099e+00	2.980981588363647461e+00
4.854000000000000000e+03	3.032294397244474471e+00	2.964933156967163086e+00
4.888000000000000000e+03	3.030431033901110460e+00	3.034632921218872070e+00
4.922000000000000000e+03	3.028588614663838996e+00	2.977711915969848633e+00
4.956000000000000000e+03	3.026766753024565659e+00	2.962617635726928711e+00
4.990000000000000000e+03	3.024965072122814291e+00	2.971474885940551758e+00
5.023000000000000000e+03	3.023235332895732430e+00	3.058517932891845703e+00
5.057000000000000000e+03	3.021472352804153605e+00	2.935860872268676758e+00
5.091000000000000000e+03	3.019728487933390326e+00	3.021035432815551758e+00
5.125000000000000000e+03	3.018003396839491703e+00	3.019108772277832031e+00
5.159000000000000000e+03	3.016296746323885891e+00	2.879440546035766602e+00
5.193000000000000000e+03	3.014608211181966535e+00	2.914844512939453125e+00
5.227000000000000000e+03	3.012937473960939361e+00	3.042691469192504883e+00
5.261000000000000000e+03	3.011284224726528791e+00	3.015338420867919922e+00
5.295000000000000000e+03	3.009648160838157782e+00	2.931626558303833008e+00
5.329000000000000000e+03	3.008028986732252275e+00	3.017833471298217773e+00
5.363000000000000000e+03	3.006426413713317203e+00	3.036491870880126953e+00
5.397000000000000000e+03	3.004840159752463880e+00	2.931098699569702148e+00
5.431000000000000000e+03	3.003269949293074337e+00	2.984166860580444336e+00
5.465000000000000000e+03	3.001715513063314411e+00	2.929637908935546875e+00
5.499000000000000000e+03	3.000176587895197144e+00	2.962828874588012695e+00
5.533000000000000000e+03	2.998652916549950476e+00	2.929630041122436523e+00
5.566000000000000000e+03	2.997188408351826538e+00	2.971037626266479492e+00
5.600000000000000000e+03	2.995694065260139816e+00	3.044196367263793945e+00
5.634000000000000000e+03	2.994214245188540069e+00	2.938634872436523438e+00
5.668000000000000000e+03	2.992748712832435931e+00	2.939118862152099609e+00
5.702000000000000000e+03	2.991297238033340022e+00	2.959378957748413086e+00
5.736000000000000000e+03	2.989859595636860767e+00	2.952866792678833008e+00
5.770000000000000000e+03	2.988435565355435752e+00	3.009355545043945312e+00
5.804000000000000000e+03	2.987024931635613001e+00	2.964155197143554688e+00
5.838000000000000000e+03	2.985627483529706527e+00	2.955604314804077148e+00
5.872000000000000000e+03	2.984243014571657859e+00	3.003070116043090820e+00
5.906000000000000000e+03	2.982871322656943214e+00	2.972883939743041992e+00
5.940000000000000000e+03	2.981512209926367341e+00	2.929675340652465820e+00
5.974000000000000000e+03	2.980165482653603704e+00	2.948914527893066406e+00
6.008000000000000000e+03	2.978830951136334448e+00	2.938295125961303711e+00
6.042000000000000000e+03	2.977508429590856043e+00	2.956640005111694336e+00
6.076000000000000000e+03	2.976197736050027132e+00	2.952663421630859375e+00
6.110000000000000000e+03	2.974898692264420497e+00	2.996374368667602539e+00
6.143000000000000000e+03	2.973648831096940892e+00	2.959691762924194336e+00
6.177000000000000000e+03	2.972372236406851442e+00	2.823585987091064453e+00
6.211000000000000000e+03	2.971106782970222682e+00	2.874974966049194336e+00
6.245000000000000000e+03	2.969852306382931850e+00	2.927812576293945312e+00
6.279000000000000000e+03	2.968608645511042532e+00	2.921573400497436523e+00
6.313000000000000000e+03	2.967375642408842662e+00	2.880434989929199219e+00
6.347000000000000000e+03	2.966153142239380980e+00	2.940066814422607422e+00
6.381000000000000000e+03	2.964940993197386465e+00	2.934159994125366211e+00
6.415000000000000000e+03	2.963739046434507696e+00	2.902652740478515625e+00
6.449000000000000000e+03	2.962547155986778868e+00	2.931392192840576172e+00
6.483000000000000000e+03	2.961365178704240542e+00	2.985366106033325195e+00
6.517000000000000000e+03	2.960192974182634273e+00	2.899236917495727539e+00
6.551000000000000000e+03	2.959030404697106320e+00	2.978117227554321289e+00
6.585000000000000000e+03	2.957877335137849339e+00	2.855486869812011719e+00
6.619000000000000000e+03	2.956733632947608381e+00	2.967122554779052734e+00
6.653000000000000000e+03	2.955599168060999649e+00	2.969365358352661133e+00
6.686000000000000000e+03	2.954506782682811750e+00	2.989856719970703125e+00
6.720000000000000000e+03	2.953390149400273224e+00	2.954945087432861328e+00
6.754000000000000000e+03	2.952282381178631177e+00	2.887259721755981445e+00
6.788000000000000000e+03	2.951183357281312425e+00	2.983873367309570312e+00
6.822000000000000000e+03	2.950092959186764840e+00	2.964845180511474609e+00
6.856000000000000000e+03	2.949011070537368440e+00	2.934322834014892578e+00
6.890000000000000000e+03	2.947937577089772887e+00	2.890313386917114258e+00
6.924000000000000000e+03	2.946872366666610787e+00	2.841336488723754883e+00
6.958000000000000000e+03	2.945815329109552128e+00	2.996876955032348633e+00
6.992000000000000000e+03	2.944766356233644800e+00	2.967367649078369141e+00
7.026000000000000000e+03	2.943725341782905680e+00	2.890492439270019531e+00
7.060000000000000000e+03	2.942692181387127182e+00	2.829571008682250977e+00
7.094000000000000000e+03	2.941666772519846429e+00	2.854897022247314453e+00
7.128000000000000000e+03	2.940649014457453525e+00	2.916227579116821289e+00
7.162000000000000000e+03	2.939638808239399825e+00	2.914885759353637695e+00
7.196000000000000000e+03	2.938636056629464477e+00	3.015286445617675781e+00
7.229000000000000000e+03	2.937669836175401450e+00	2.880655765533447266e+00
7.263000000000000000e+03	2.936681496426754912e+00	2.934297800064086914e+00
7.297000000000000000e+03	2.935700332243060817e+00	2.852583885192871094e+00
7.331000000000000000e+03	2.934726252872273733e+00	2.872694253921508789e+00
7.365000000000000000e+03	2.933759169108836495e+00	2.954963207244873047e+00
7.399000000000000000e+03	2.932798993260644860e+00	2.965556144714355469e+00
7.433000000000000000e+03	2.931845639116872348e+00	2.918334245681762695e+00
7.467000000000000000e+03	2.930899021916614888e+00	2.948083162307739258e+00
7.501000000000000000e+03	2.929959058318348575e+00	2.832247495651245117e+00
7.535000000000000000e+03	2.929025666370159264e+00	2.833047389984130859e+00
7.569000000000000000e+03	2.928098765480734667e+00	2.949804067611694336e+00
7.603000000000000000e+03	2.927178276391083855e+00	2.919777154922485352e+00
7.637000000000000000e+03	2.926264121146975317e+00	2.941344738006591797e+00
7.671000000000000000e+03	2.925356223072060668e+00	2.961862087249755859e+00
7.705000000000000000e+03	2.924454506741673843e+00	2.912594556808471680e+00
7.739000000000000000e+03	2.923558897957276415e+00	2.869841337203979492e+00
7.773000000000000000e+03	2.922669323721537982e+00	2.948819160461425781e+00
7.806000000000000000e+03	2.921811616344934137e+00	2.907794475555419922e+00
7.840000000000000000e+03	2.920933724600517145e+00	2.834951162338256836e+00
7.874000000000000000e+03	2.920061657409211531e+00	2.861685514450073242e+00
7.908000000000000000e+03	2.919195346309074512e+00	2.920590639114379883e+00
7.942000000000000000e+03	2.918334723924271845e+00	2.957591295242309570e+00
7.976000000000000000e+03	2.917479723943569692e+00	2.889855384826660156e+00
8.010000000000000000e+03	2.916630281099343858e+00	2.876854896545410156e+00
8.044000000000000000e+03	2.915786331147089072e+00	2.922285079956054688e+00
8.078000000000000000e+03	2.914947810845418985e+00	2.978060007095336914e+00
8.112000000000000000e+03	2.914114657936537345e+00	2.847403049468994141e+00
8.146000000000000000e+03	2.913286811127170139e+00	2.954458713531494141e+00
8.180000000000000000e+03	2.912464210069947601e+00	2.896637201309204102e+00
8.214000000000000000e+03	2.911646795345222749e+00	2.836065769195556641e+00
8.248000000000000000e+03	2.910834508443308266e+00	2.922264099121093750e+00
8.282000000000000000e+03	2.910027291747132594e+00	2.899943828582763672e+00
8.316000000000000000e+03	2.909225088515292157e+00	2.892956495285034180e+00
8.349000000000000000e+03	2.908451221023664601e+00	2.960658788681030273e+00
8.383000000000000000e+03	2.907658734501927356e+00	2.919128894805908203e+00
8.417000000000000000e+03	2.906871097893469091e+00	2.903286695480346680e+00
8.451000000000000000e+03	2.906088257774086969e+00	2.856956005096435547e+00
8.485000000000000000e+03	2.905310161516602818e+00	2.925410509109497070e+00
8.519000000000000000e+03	2.904536757276091397e+00	2.948976755142211914e+00
8.553000000000000000e+03	2.903767993975449269e+00	2.877341985702514648e+00
8.587000000000000000e+03	2.903003821291278985e+00	2.835073232650756836e+00
8.621000000000000000e+03	2.902244189640096117e+00	2.813678264617919922e+00
8.655000000000000000e+03	2.901489050164831607e+00	2.907222270965576172e+00
8.689000000000000000e+03	2.900738354721644985e+00	2.880566596984863281e+00
8.723000000000000000e+03	2.899992055867018692e+00	2.882637023925781250e+00
8.757000000000000000e+03	2.899250106845140618e+00	2.885412931442260742e+00
8.791000000000000000e+03	2.898512461575558863e+00	2.861261606216430664e+00
8.825000000000000000e+03	2.897779074641109620e+00	2.845123291015625000e+00
8.859000000000000000e+03	2.897049901276103068e+00	2.855835437774658203e+00
8.893000000000000000e+03	2.896324897354766836e+00	2.956265449523925781e+00
8.926000000000000000e+03	2.895625163185706619e+00	2.902513504028320312e+00
8.960000000000000000e+03	2.894908248793878869e+00	2.856617927551269531e+00
8.994000000000000000e+03	2.894195376430786393e+00	2.927209377288818359e+00
9.028000000000000000e+03	2.893486504402247306e+00	2.851440668106079102e+00
9.062000000000000000e+03	2.892781591600122049e+00	2.874920845031738281e+00
9.096000000000000000e+03	2.892080597492149074e+00	2.951804399490356445e+00
9.130000000000000000e+03	2.891383482111995917e+00	2.857958078384399414e+00
9.164000000000000000e+03	2.890690206049520317e+00	2.816327571868896484e+00
9.198000000000000000e+03	2.890000730441235177e+00	2.907398462295532227e+00
9.232000000000000000e+03	2.889315016960969373e+00	2.917393684387207031e+00
9.266000000000000000e+03	2.888633027810723508e+00	2.942805051803588867e+00
9.300000000000000000e+03	2.887954725711715742e+00	2.867320060729980469e+00
9.334000000000000000e+03	2.887280073895607035e+00	2.924782514572143555e+00
9.368000000000000000e+03	2.886609036095915126e+00	2.845496416091918945e+00
9.402000000000000000e+03	2.885941576539594156e+00	2.898037433624267578e+00
9.436000000000000000e+03	2.885277659938793260e+00	2.857217550277709961e+00
9.469000000000000000e+03	2.884636625510987873e+00	2.848687887191772461e+00
9.503000000000000000e+03	2.883979589173360836e+00	2.832248449325561523e+00
9.537000000000000000e+03	2.883325993748855787e+00	2.816471099853515625e+00
9.571000000000000000e+03	2.882675805797991764e+00	2.950093984603881836e+00
9.605000000000000000e+03	2.882028992327905659e+00	2.847283601760864258e+00
9.639000000000000000e+03	2.881385520785046950e+00	2.894894838333129883e+00
9.673000000000000000e+03	2.880745359048021648e+00	2.832398653030395508e+00
9.707000000000000000e+03	2.880108475420572578e+00	2.859493494033813477e+00
9.741000000000000000e+03	2.879474838624702215e+00	2.914375066757202148e+00
9.775000000000000000e+03	2.878844417793930965e+00	2.890526533126831055e+00
9.809000000000000000e+03	2.878217182466681123e+00	2.862832307815551758e+00
9.843000000000000000e+03	2.877593102579797613e+00	2.857510805130004883e+00
9.877000000000000000e+03	2.876972148462191292e+00	2.812593221664428711e+00
9.911000000000000000e+03	2.876354290828602611e+00	2.808987855911254883e+00
9.945000000000000000e+03	2.875739500773491386e+00	2.904431343078613281e+00
9.979000000000000000e+03	2.875127749765038487e+00	2.798923492431640625e+00
1.001200000000000000e+04	2.874536871046737385e+00	2.840641736984252930e+00
1.004600000000000000e+04	2.873931026657544852e+00	2.905868530273437500e+00
1.008000000000000000e+04	2.873328138705824042e+00	2.840661525726318359e+00
1.011400000000000000e+04	2.872728180086706384e+00	2.821200609207153320e+00
1.014800000000000000e+04	2.872131124040897987e+00	2.828433275222778320e+00
1.018200000000000000e+04	2.871536944149331028e+00	2.879133224487304688e+00
1.021600000000000000e+04	2.870945614327922613e+00	2.895755290985107422e+00
1.025000000000000000e+04	2.870357108822419789e+00	2.825180053710937500e+00
1.028400000000000000e+04	2.869771402203351585e+00	2.959470987319946289e+00
1.031800000000000000e+04	2.869188469361069416e+00	2.900666952133178711e+00
1.035200000000000000e+04	2.868608285500881649e+00	2.763026475906372070e+00
1.038600000000000000e+04	2.868030826138273870e+00	2.813698768615722656e+00
1.042000000000000000e+04	2.867456067094224625e+00	2.935087919235229492e+00
1.045400000000000000e+04	2.866883984490598003e+00	2.816082954406738281e+00
1.048800000000000000e+04	2.866314554745629462e+00	2.776277780532836914e+00
1.052200000000000000e+04	2.865747754569484940e+00	2.899811506271362305e+00
1.055600000000000000e+04	2.865183560959910114e+00	2.887022733688354492e+00
1.058900000000000000e+04	2.864638432463002093e+00	2.814752817153930664e+00
1.062300000000000000e+04	2.864079309090982406e+00	2.886212825775146484e+00
1.065700000000000000e+04	2.863522725609865649e+00	2.861824750900268555e+00
1.069100000000000000e+04	2.862968660117788389e+00	2.887620210647583008e+00
1.072500000000000000e+04	2.862417090979952228e+00	2.841214895248413086e+00
1.075900000000000000e+04	2.861867996824713156e+00	2.851891756057739258e+00
1.079300000000000000e+04	2.861321356539742844e+00	2.855642080307006836e+00
1.082700000000000000e+04	2.860777149268256991e+00	2.820110797882080078e+00
1.086100000000000000e+04	2.860235354405309849e+00	2.875216722488403320e+00
1.089500000000000000e+04	2.859695951594152685e+00	2.869272947311401367e+00
1.092900000000000000e+04	2.859158920722661090e+00	2.802062034606933594e+00
1.096300000000000000e+04	2.858624241919818232e+00	2.872184514999389648e+00
1.099700000000000000e+04	2.858091895552261619e+00	2.853747606277465820e+00
1.103100000000000000e+04	2.857561862220893811e+00	2.876828432083129883e+00
1.106500000000000000e+04	2.857034122757545092e+00	2.846259593963623047e+00
1.109900000000000000e+04	2.856508658221698305e+00	2.790624380111694336e+00
1.113200000000000000e+04	2.856000806347621435e+00	2.804404497146606445e+00
1.116600000000000000e+04	2.855479770186532207e+00	2.802278518676757812e+00
1.120000000000000000e+04	2.854960953999850393e+00	2.872877359390258789e+00
1.123400000000000000e+04	2.854444339719731438e+00	2.847420692443847656e+00
1.126800000000000000e+04	2.853929909490512618e+00	2.824145317077636719e+00
1.130200000000000000e+04	2.853417645665756286e+00	2.874923706054687500e+00
1.133600000000000000e+04	2.852907530805342429e+00	2.837050676345825195e+00
1.137000000000000000e+04	2.852399547672609614e+00	2.854489088058471680e+00
1.140400000000000000e+04	2.851893679231549239e+00	2.834845542907714844e+00
1.143800000000000000e+04	2.851389908644039295e+00	2.838060855865478516e+00
1.147200000000000000e+04	2.850888219267129653e+00	2.809416532516479492e+00
1.150600000000000000e+04	2.850388594650368201e+00	2.806909322738647461e+00
1.154000000000000000e+04	2.849891018533177167e+00	2.868623495101928711e+00
1.157400000000000000e+04	2.849395474842265852e+00	2.884944677352905273e+00
1.160800000000000000e+04	2.848901947689092662e+00	2.864217519760131836e+00
1.164200000000000000e+04	2.848410421367362222e+00	2.815369606018066406e+00
1.167500000000000000e+04	2.847935250423136111e+00	2.865237951278686523e+00
1.170900000000000000e+04	2.847447621639705329e+00	2.828000545501708984e+00
1.174300000000000000e+04	2.846961948081756955e+00	2.862846612930297852e+00
1.177700000000000000e+04	2.846478214742752755e+00	2.879189014434814453e+00
1.181100000000000000e+04	2.845996406786571953e+00	2.843360900878906250e+00
1.184500000000000000e+04	2.845516509545241046e+00	2.825770378112792969e+00
1.187900000000000000e+04	2.845038508516707143e+00	2.842887878417968750e+00
1.191300000000000000e+04	2.844562389362641053e+00	2.814428567886352539e+00
1.194700000000000000e+04	2.844088137906277680e+00	2.829385519027709961e+00
1.198100000000000000e+04	2.843615740130292835e+00	2.770670175552368164e+00
1.201500000000000000e+04	2.843145182174711572e+00	2.824972867965698242e+00
1.204900000000000000e+04	2.842676450334850724e+00	2.887942790985107422e+00
1.208300000000000000e+04	2.842209531059290750e+00	2.792385578155517578e+00
1.211700000000000000e+04	2.841744410947884880e+00	2.866371631622314453e+00
1.215100000000000000e+04	2.841281076749795798e+00	2.816422700881958008e+00
1.218500000000000000e+04	2.840819515361564296e+00	2.884831428527832031e+00
1.221900000000000000e+04	2.840359713825208132e+00	2.823590993881225586e+00
1.225200000000000000e+04	2.839915106700556358e+00	2.807810783386230469e+00
1.228600000000000000e+04	2.839458735735411299e+00	2.921008586883544922e+00
1.232000000000000000e+04	2.839004086969106666e+00	2.856820583343505859e+00
1.235400000000000000e+04	2.838551148003096714e+00	2.790656089782714844e+00
1.238800000000000000e+04	2.838099906575291431e+00	2.800531864166259766e+00
1.242200000000000000e+04	2.837650350558321932e+00	2.804171323776245117e+00
1.245600000000000000e+04	2.837202467957833818e+00	2.855451345443725586e+00
1.249000000000000000e+04	2.836756246910808521e+00	2.870324850082397461e+00
1.252400000000000000e+04	2.836311675683909073e+00	2.772047042846679688e+00
1.255800000000000000e+04	2.835868742671849851e+00	2.845160007476806641e+00
1.259200000000000000e+04	2.835427436395792089e+00	2.799904584884643555e+00
1.262600000000000000e+04	2.834987745501762912e+00	2.830418109893798828e+00
1.266000000000000000e+04	2.834549658759100588e+00	2.817140817642211914e+00
1.269400000000000000e+04	2.834113165058917971e+00	2.829906225204467773e+00
1.272800000000000000e+04	2.833678253412593939e+00	2.778629541397094727e+00
1.276200000000000000e+04	2.833244912950285244e+00	2.751553297042846680e+00
1.279500000000000000e+04	2.832825810159541824e+00	2.881055593490600586e+00
1.282900000000000000e+04	2.832395534492083922e+00	2.863214492797851562e+00
1.286300000000000000e+04	2.831966798405086028e+00	2.860576629638671875e+00
1.289700000000000000e+04	2.831539591486068819e+00	2.815941810607910156e+00
1.293100000000000000e+04	2.831113903434255175e+00	2.889142274856567383e+00
1.296500000000000000e+04	2.830689724059207713e+00	2.837660074234008789e+00
1.299900000000000000e+04	2.830267043279490302e+00	2.883982658386230469e+00
1.303300000000000000e+04	2.829845851121344236e+00	2.831008434295654297e+00
1.306700000000000000e+04	2.829426137717383938e+00	2.758327722549438477e+00
1.310100000000000000e+04	2.829007893305314436e+00	2.851588726043701172e+00
1.313500000000000000e+04	2.828591108226667483e+00	2.816168546676635742e+00
