step	pred	loss
3.836000000000000000e+03	3.099403689993957212e+00	3.067623376846313477e+00
3.870000000000000000e+03	3.096674401821314149e+00	3.089079856872558594e+00
3.904000000000000000e+03	3.093984519450275972e+00	3.095859766006469727e+00
3.938000000000000000e+03	3.091333138206872722e+00	3.096368312835693359e+00
3.971000000000000000e+03	3.088795727944491532e+00	3.055643081665039062e+00
4.005000000000000000e+03	3.086217677426576156e+00	2.976112604141235352e+00
4.039000000000000000e+03	3.083675603492483042e+00	3.086365222930908203e+00
4.073000000000000000e+03	3.081168707604983403e+00	3.051274299621582031e+00
4.107000000000000000e+03	3.078696215422940252e+00	3.092528820037841797e+00
4.141000000000000000e+03	3.076257375875280253e+00	3.056372165679931641e+00
4.175000000000000000e+03	3.073851460277668757e+00	3.016602277755737305e+00
4.209000000000000000e+03	3.071477761489586733e+00	3.052684783935546875e+00
4.243000000000000000e+03	3.069135593109654891e+00	2.995585680007934570e+00
4.277000000000000000e+03	3.066824288707177271e+00	3.023879766464233398e+00
4.311000000000000000e+03	3.064543201088002711e+00	2.996489763259887695e+00
4.345000000000000000e+03	3.062291701592911419e+00	3.058617591857910156e+00
4.379000000000000000e+03	3.060069179426848418e+00	2.990328073501586914e+00
4.413000000000000000e+03	3.057875041017417139e+00	3.027697801589965820e+00
4.447000000000000000e+03	3.055708709401143253e+00	2.983128070831298828e+00
4.481000000000000000e+03	3.053569623636106733e+00	3.031294345855712891e+00
4.515000000000000000e+03	3.051457238239613901e+00	3.003637552261352539e+00
4.548000000000000000e+03	3.049432013274090636e+00	3.018686771392822266e+00
4.582000000000000000e+03	3.047370704050104351e+00	2.976951837539672852e+00
4.616000000000000000e+03	3.045334560806552737e+00	3.029242038726806641e+00
4.650000000000000000e+03	3.043323094344462021e+00	2.959391832351684570e+00
4.684000000000000000e+03	3.041335828459946100e+00	3.092098236083984375e+00
4.718000000000000000e+03	3.039372299507749453e+00	2.985881090164184570e+00
4.752000000000000000e+03	3.037432055982467016e+00	3.082945108413696289e+00
4.786000000000000000e+03	3.035514658116614140e+00	3.052757501602172852e+00
4.820000000000000000e+03	3.033619677494740152e+00	2.982432842254638672e+00
4.854000000000000000e+03	3.031746696682851461e+00	2.969983339309692383e+00
4.888000000000000000e+03	3.029895308872422532e+00	3.040762424468994141e+00
4.922000000000000000e+03	3.028065117538333073e+00	2.983617067337036133e+00
4.956000000000000000e+03	3.026255736110087913e+00	2.967898130416870117e+00
4.990000000000000000e+03	3.024466787655719635e+00	2.974899768829345703e+00
5.024000000000000000e+03	3.022697904577802408e+00	3.002866029739379883e+00
5.058000000000000000e+03	3.020948728321035226e+00	3.005470752716064453e+00
5.091000000000000000e+03	3.019269513057370791e+00	3.024380922317504883e+00
5.125000000000000000e+03	3.017558155057085578e+00	3.022803306579589844e+00
5.159000000000000000e+03	3.015865489384754738e+00	2.883813381195068359e+00
5.193000000000000000e+03	3.014191190712122381e+00	2.921373367309570312e+00
5.227000000000000000e+03	3.012534941454348303e+00	3.049248695373535156e+00
5.261000000000000000e+03	3.010896431536798978e+00	3.019168138504028320e+00
5.295000000000000000e+03	3.009275358170322434e+00	2.936383724212646484e+00
5.329000000000000000e+03	3.007671425634633966e+00	3.021951913833618164e+00
5.363000000000000000e+03	3.006084345069481856e+00	3.042752981185913086e+00
5.397000000000000000e+03	3.004513834273255135e+00	2.938635349273681641e+00
5.431000000000000000e+03	3.002959617508733636e+00	2.993903160095214844e+00
5.465000000000000000e+03	3.001421425315673464e+00	2.935105323791503906e+00
5.499000000000000000e+03	2.999898994329957436e+00	2.967649936676025391e+00
5.533000000000000000e+03	2.998392067109033388e+00	2.934481859207153320e+00
5.567000000000000000e+03	2.996900391963388088e+00	3.005594730377197266e+00
5.601000000000000000e+03	2.995423722793812971e+00	3.045006275177001953e+00
5.635000000000000000e+03	2.993961818934225416e+00	2.976451396942138672e+00
5.668000000000000000e+03	2.992556809601556456e+00	2.947016716003417969e+00
5.702000000000000000e+03	2.991123318002753884e+00	2.965547800064086914e+00
5.736000000000000000e+03	2.989703907376723535e+00	2.958186626434326172e+00
5.770000000000000000e+03	2.988298357180825260e+00	3.016161680221557617e+00
5.804000000000000000e+03	2.986906451599442125e+00	2.970775842666625977e+00
5.838000000000000000e+03	2.985527979415701250e+00	2.958882093429565430e+00
5.872000000000000000e+03	2.984162733887397501e+00	3.011197090148925781e+00
5.906000000000000000e+03	2.982810512626964172e+00	2.980451583862304688e+00
5.940000000000000000e+03	2.981471117485326339e+00	2.937444686889648438e+00
5.974000000000000000e+03	2.980144354439502763e+00	2.952916622161865234e+00
6.008000000000000000e+03	2.978830033483802264e+00	2.941743373870849609e+00
6.042000000000000000e+03	2.977527968524491975e+00	2.961180925369262695e+00
6.076000000000000000e+03	2.976237977277794933e+00	2.958575010299682617e+00
6.110000000000000000e+03	2.974959881171105103e+00	3.006588935852050781e+00
6.144000000000000000e+03	2.973693505247296365e+00	2.930764913558959961e+00
6.178000000000000000e+03	2.972438678072010898e+00	2.957935571670532227e+00
6.212000000000000000e+03	2.971195231643819934e+00	2.922948122024536133e+00
6.245000000000000000e+03	2.969999084805530210e+00	2.935011863708496094e+00
6.279000000000000000e+03	2.968777586301744709e+00	2.927513599395751953e+00
6.313000000000000000e+03	2.967566988889614343e+00	2.886228799819946289e+00
6.347000000000000000e+03	2.966367137364851914e+00	2.947343587875366211e+00
6.381000000000000000e+03	2.965177879548721140e+00	2.945334672927856445e+00
6.415000000000000000e+03	2.963999066213320432e+00	2.908523082733154297e+00
6.449000000000000000e+03	2.962830551009097313e+00	2.940757751464843750e+00
6.483000000000000000e+03	2.961672190394514903e+00	2.992915391921997070e+00
6.517000000000000000e+03	2.960523843567794966e+00	2.905993700027465820e+00
6.551000000000000000e+03	2.959385372400665126e+00	2.985289573669433594e+00
6.585000000000000000e+03	2.958256641374044094e+00	2.860813617706298828e+00
6.619000000000000000e+03	2.957137517515595171e+00	2.974928855895996094e+00
6.653000000000000000e+03	2.956027870339087649e+00	2.973819971084594727e+00
6.687000000000000000e+03	2.954927571785500806e+00	2.966891527175903320e+00
6.721000000000000000e+03	2.953836496165815451e+00	2.891828536987304688e+00
6.755000000000000000e+03	2.952754520105437486e+00	2.903502702713012695e+00
6.788000000000000000e+03	2.951712954211109796e+00	2.990135192871093750e+00
6.822000000000000000e+03	2.950648557236937197e+00	2.972488641738891602e+00
6.856000000000000000e+03	2.949592906455847707e+00	2.941593170166015625e+00
6.890000000000000000e+03	2.948545887164604196e+00	2.896140098571777344e+00
6.924000000000000000e+03	2.947507386720513267e+00	2.849864482879638672e+00
6.958000000000000000e+03	2.946477294494514787e+00	3.008927583694458008e+00
6.992000000000000000e+03	2.945455501825561928e+00	2.974205493927001953e+00
7.026000000000000000e+03	2.944441901976250442e+00	2.897840976715087891e+00
7.060000000000000000e+03	2.943436390089657628e+00	2.839411973953247070e+00
7.094000000000000000e+03	2.942438863147354589e+00	2.863496780395507812e+00
7.128000000000000000e+03	2.941449219928546466e+00	2.923824071884155273e+00
7.162000000000000000e+03	2.940467360970315358e+00	2.924992084503173828e+00
7.196000000000000000e+03	2.939493188528924605e+00	3.021203279495239258e+00
7.230000000000000000e+03	2.938526606542152919e+00	2.931613206863403320e+00
7.264000000000000000e+03	2.937567520592626380e+00	2.898685455322265625e+00
7.298000000000000000e+03	2.936615837872116774e+00	2.892980813980102539e+00
7.332000000000000000e+03	2.935671467146778735e+00	2.868112087249755859e+00
7.365000000000000000e+03	2.934761779656118286e+00	2.964186429977416992e+00
7.399000000000000000e+03	2.933831556766567594e+00	2.973203659057617188e+00
7.433000000000000000e+03	2.932908383812297792e+00	2.926360368728637695e+00
7.467000000000000000e+03	2.931992175485065744e+00	2.956797599792480469e+00
7.501000000000000000e+03	2.931082847891155474e+00	2.840404510498046875e+00
7.535000000000000000e+03	2.930180318521643734e+00	2.842951059341430664e+00
7.569000000000000000e+03	2.929284506223417850e+00	2.955362081527709961e+00
7.603000000000000000e+03	2.928395331170931204e+00	2.929012060165405273e+00
7.637000000000000000e+03	2.927512714838668373e+00	2.950401782989501953e+00
7.671000000000000000e+03	2.926636579974299934e+00	2.969589471817016602e+00
7.705000000000000000e+03	2.925766850572509625e+00	2.922209262847900391e+00
7.739000000000000000e+03	2.924903451849471203e+00	2.878212213516235352e+00
7.773000000000000000e+03	2.924046310217958577e+00	2.956848859786987305e+00
7.807000000000000000e+03	2.923195353263065677e+00	2.926836729049682617e+00
7.841000000000000000e+03	2.922350509718526723e+00	2.923351764678955078e+00
7.875000000000000000e+03	2.921511709443612048e+00	2.909983634948730469e+00
7.909000000000000000e+03	2.920678883400587456e+00	2.846850633621215820e+00
7.942000000000000000e+03	2.919876201129721238e+00	2.969870805740356445e+00
7.976000000000000000e+03	2.919054949938459931e+00	2.899343013763427734e+00
8.010000000000000000e+03	2.918239474188930593e+00	2.887704610824584961e+00
8.044000000000000000e+03	2.917429709011003069e+00	2.932015180587768555e+00
8.078000000000000000e+03	2.916625590533302947e+00	2.990211725234985352e+00
8.112000000000000000e+03	2.915827055863713380e+00	2.857907295227050781e+00
8.146000000000000000e+03	2.915034043070334313e+00	2.962620496749877930e+00
8.180000000000000000e+03	2.914246491162887587e+00	2.907301902770996094e+00
8.214000000000000000e+03	2.913464340074561676e+00	2.847978353500366211e+00
8.248000000000000000e+03	2.912687530644276990e+00	2.932251930236816406e+00
8.282000000000000000e+03	2.911916004599365060e+00	2.910452604293823242e+00
8.316000000000000000e+03	2.911149704538646521e+00	2.900813817977905273e+00
8.350000000000000000e+03	2.910388573915900334e+00	2.892334461212158203e+00
8.384000000000000000e+03	2.909632557023712707e+00	2.916683912277221680e+00
8.418000000000000000e+03	2.908881598977695049e+00	2.980580568313598633e+00
8.452000000000000000e+03	2.908135645701058980e+00	2.884274482727050781e+00
8.485000000000000000e+03	2.907416367899708920e+00	2.936824083328247070e+00
8.519000000000000000e+03	2.906680121741495260e+00	2.961733341217041016e+00
8.553000000000000000e+03	2.905948724329957322e+00	2.889090299606323242e+00
8.587000000000000000e+03	2.905222124649496251e+00	2.845151424407958984e+00
8.621000000000000000e+03	2.904500272420463158e+00	2.823113679885864258e+00
8.655000000000000000e+03	2.903783118085690340e+00	2.918066978454589844e+00
8.689000000000000000e+03	2.903070612797322703e+00	2.891387224197387695e+00
8.723000000000000000e+03	2.902362708403938729e+00	2.892741441726684570e+00
8.757000000000000000e+03	2.901659357437953890e+00	2.897696018218994141e+00
8.791000000000000000e+03	2.900960513103299832e+00	2.874912738800048828e+00
8.825000000000000000e+03	2.900266129263373571e+00	2.857120513916015625e+00
8.859000000000000000e+03	2.899576160429247373e+00	2.867277860641479492e+00
8.893000000000000000e+03	2.898890561748133088e+00	2.967749834060668945e+00
8.927000000000000000e+03	2.898209288992095178e+00	2.929616689682006836e+00
8.961000000000000000e+03	2.897532298547009333e+00	2.842674970626831055e+00
8.995000000000000000e+03	2.896859547401751112e+00	2.855396270751953125e+00
9.029000000000000000e+03	2.896190993137621739e+00	2.825466871261596680e+00
9.062000000000000000e+03	2.895546076153328041e+00	2.887860536575317383e+00
9.096000000000000000e+03	2.894885670303676939e+00	2.965668678283691406e+00
9.130000000000000000e+03	2.894229338720367473e+00	2.869555234909057617e+00
9.164000000000000000e+03	2.893577041236922831e+00	2.829788446426391602e+00
9.198000000000000000e+03	2.892928738229938013e+00	2.921474695205688477e+00
9.232000000000000000e+03	2.892284390609762834e+00	2.930254697799682617e+00
9.266000000000000000e+03	2.891643959811380782e+00	2.955258846282958984e+00
9.300000000000000000e+03	2.891007407785472161e+00	2.879763841629028320e+00
9.334000000000000000e+03	2.890374696989665537e+00	2.939624309539794922e+00
9.368000000000000000e+03	2.889745790379966373e+00	2.855025529861450195e+00
9.402000000000000000e+03	2.889120651402361517e+00	2.908968687057495117e+00
9.436000000000000000e+03	2.888499243984594678e+00	2.867205619812011719e+00
9.470000000000000000e+03	2.887881532528112416e+00	2.833377361297607422e+00
9.504000000000000000e+03	2.887267481900166022e+00	2.887333631515502930e+00
9.538000000000000000e+03	2.886657057426079476e+00	2.991257905960083008e+00
9.572000000000000000e+03	2.886050224881670179e+00	2.857630014419555664e+00
9.606000000000000000e+03	2.885446950485820672e+00	2.854893684387207031e+00
9.639000000000000000e+03	2.884864790585966787e+00	2.908519506454467773e+00
9.673000000000000000e+03	2.884268430643212255e+00	2.846843242645263672e+00
9.707000000000000000e+03	2.883675531041769435e+00	2.871616601943969727e+00
9.741000000000000000e+03	2.883086059689319747e+00	2.927357673645019531e+00
9.775000000000000000e+03	2.882499984901823353e+00	2.901394844055175781e+00
9.809000000000000000e+03	2.881917275396928879e+00	2.876832485198974609e+00
9.843000000000000000e+03	2.881337900287509690e+00	2.870254755020141602e+00
9.877000000000000000e+03	2.880761829075326297e+00	2.825112581253051758e+00
9.911000000000000000e+03	2.880189031644813102e+00	2.822268724441528320e+00
9.945000000000000000e+03	2.879619478256981946e+00	2.916980028152465820e+00
9.979000000000000000e+03	2.879053139543449102e+00	2.811829328536987305e+00
1.001300000000000000e+04	2.878489986500570641e+00	2.878368377685546875e+00
1.004700000000000000e+04	2.877929990483693690e+00	2.905677795410156250e+00
1.008100000000000000e+04	2.877373123201517835e+00	2.792479753494262695e+00
1.011500000000000000e+04	2.876819356710561326e+00	2.899924755096435547e+00
1.014900000000000000e+04	2.876268663409733417e+00	2.793778896331787109e+00
1.018200000000000000e+04	2.875737080088448305e+00	2.892418861389160156e+00
1.021600000000000000e+04	2.875192363295046682e+00	2.911049365997314453e+00
1.025000000000000000e+04	2.874650639667998053e+00	2.839307308197021484e+00
1.028400000000000000e+04	2.874111882914128557e+00	2.976373672485351562e+00
1.031800000000000000e+04	2.873576067057155736e+00	2.916955232620239258e+00
1.035200000000000000e+04	2.873043166432839080e+00	2.779795646667480469e+00
1.038600000000000000e+04	2.872513155684224273e+00	2.830073118209838867e+00
1.042000000000000000e+04	2.871986009756969604e+00	2.950926542282104492e+00
1.045400000000000000e+04	2.871461703894764739e+00	2.831050634384155273e+00
1.048800000000000000e+04	2.870940213634828542e+00	2.789777040481567383e+00
1.052200000000000000e+04	2.870421514803491725e+00	2.914160013198852539e+00
1.055600000000000000e+04	2.869905583511860314e+00	2.902586221694946289e+00
1.059000000000000000e+04	2.869392396151553726e+00	2.907965183258056641e+00
1.062400000000000000e+04	2.868881929390527663e+00	2.822522401809692383e+00
1.065800000000000000e+04	2.868374160168964959e+00	2.889285087585449219e+00
1.069200000000000000e+04	2.867869065695244135e+00	2.855133771896362305e+00
1.072600000000000000e+04	2.867366623441979456e+00	2.857615947723388672e+00
1.075900000000000000e+04	2.866881474172606303e+00	2.865968465805053711e+00
1.079300000000000000e+04	2.866384193423247240e+00	2.872601747512817383e+00
1.082700000000000000e+04	2.865889499495418491e+00	2.837366104125976562e+00
1.086100000000000000e+04	2.865397370873199456e+00	2.893363714218139648e+00
1.089500000000000000e+04	2.864907786286243763e+00	2.886719942092895508e+00
1.092900000000000000e+04	2.864420724706222110e+00	2.819412708282470703e+00
1.096300000000000000e+04	2.863936165343325957e+00	2.893749713897705078e+00
1.099700000000000000e+04	2.863454087642831603e+00	2.871201276779174805e+00
1.103100000000000000e+04	2.862974471281726441e+00	2.891723394393920898e+00
1.106500000000000000e+04	2.862497296165391170e+00	2.861552715301513672e+00
1.109900000000000000e+04	2.862022542424342841e+00	2.806216955184936523e+00
1.113300000000000000e+04	2.861550190411030758e+00	2.868555307388305664e+00
1.116700000000000000e+04	2.861080220696690102e+00	2.782381296157836914e+00
1.120100000000000000e+04	2.860612614068247517e+00	2.884926795959472656e+00
1.123500000000000000e+04	2.860147351525282211e+00	2.825836658477783203e+00
1.126900000000000000e+04	2.859684414277036346e+00	2.906977176666259766e+00
1.130300000000000000e+04	2.859223783739479163e+00	2.796435117721557617e+00
1.133600000000000000e+04	2.858778889694331582e+00	2.855191230773925781e+00
1.137000000000000000e+04	2.858322751127026606e+00	2.876257658004760742e+00
1.140400000000000000e+04	2.857868865256086632e+00	2.853632688522338867e+00
1.143800000000000000e+04	2.857417214290278729e+00	2.853575944900512695e+00
1.147200000000000000e+04	2.856967780631217479e+00	2.829798221588134766e+00
1.150600000000000000e+04	2.856520546870706223e+00	2.825486898422241211e+00
1.154000000000000000e+04	2.856075495788130691e+00	2.885398149490356445e+00
1.157400000000000000e+04	2.855632610347889955e+00	2.903783798217773438e+00
1.160800000000000000e+04	2.855191873696873550e+00	2.881450414657592773e+00
1.164200000000000000e+04	2.854753269161978579e+00	2.834975719451904297e+00
1.167600000000000000e+04	2.854316780247668994e+00	2.868012428283691406e+00
1.171000000000000000e+04	2.853882390633573074e+00	2.845327377319335938e+00
1.174400000000000000e+04	2.853450084172122647e+00	2.770350694656372070e+00
1.177800000000000000e+04	2.853019844886229173e+00	2.850255489349365234e+00
1.181200000000000000e+04	2.852591656966998013e+00	2.880747079849243164e+00
1.184600000000000000e+04	2.852165504771479121e+00	2.833868265151977539e+00
1.187900000000000000e+04	2.851753818597934753e+00	2.862490415573120117e+00
1.191300000000000000e+04	2.851331632822449613e+00	2.834069967269897461e+00
1.194700000000000000e+04	2.850911437259134651e+00	2.849827051162719727e+00
1.198100000000000000e+04	2.850493216902459714e+00	2.793468236923217773e+00
1.201500000000000000e+04	2.850076956902189096e+00	2.845747470855712891e+00
1.204900000000000000e+04	2.849662642561344050e+00	2.908205747604370117e+00
1.208300000000000000e+04	2.849250259334190627e+00	2.810829401016235352e+00
1.211700000000000000e+04	2.848839792824266581e+00	2.885877370834350586e+00
1.215100000000000000e+04	2.848431228782432711e+00	2.836403131484985352e+00
1.218500000000000000e+04	2.848024553104960166e+00	2.905623197555541992e+00
1.221900000000000000e+04	2.847619751831645729e+00	2.847998380661010742e+00
1.225300000000000000e+04	2.847216811143956416e+00	2.881075620651245117e+00
1.228700000000000000e+04	2.846815717363203824e+00	2.828331947326660156e+00
1.232100000000000000e+04	2.846416456948746010e+00	2.800973892211914062e+00
1.235500000000000000e+04	2.846019016496220022e+00	2.841814756393432617e+00
1.238900000000000000e+04	2.845623382735797069e+00	2.806355714797973633e+00
1.242300000000000000e+04	2.845229542530471001e+00	2.906979084014892578e+00
1.245600000000000000e+04	2.844848988747343377e+00	2.876247406005859375e+00
1.249000000000000000e+04	2.844458644956265658e+00	2.891604661941528320e+00
1.252400000000000000e+04	2.844070056462582041e+00	2.794836282730102539e+00
1.255800000000000000e+04	2.843683210640251868e+00	2.866508007049560547e+00
1.259200000000000000e+04	2.843298094987915636e+00	2.823899745941162109e+00
1.262600000000000000e+04	2.842914697127328694e+00	2.853723049163818359e+00
1.266000000000000000e+04	2.842533004801825136e+00	2.839682817459106445e+00
1.269400000000000000e+04	2.842153005874796801e+00	2.853554487228393555e+00
1.272800000000000000e+04	2.841774688328203347e+00	2.800119638442993164e+00
1.276200000000000000e+04	2.841398040261097435e+00	2.774153470993041992e+00
1.279600000000000000e+04	2.841023049888179663e+00	2.897727251052856445e+00
1.283000000000000000e+04	2.840649705538367265e+00	2.824391126632690430e+00
1.286400000000000000e+04	2.840277995653390342e+00	2.901233434677124023e+00
1.289800000000000000e+04	2.839907908786406754e+00	2.790282487869262695e+00
1.293200000000000000e+04	2.839539433600636542e+00	2.834104537963867188e+00
1.296600000000000000e+04	2.839172558868019003e+00	2.846801757812500000e+00
1.299900000000000000e+04	2.838817994574540204e+00	2.907526493072509766e+00
1.303300000000000000e+04	2.838454241227431396e+00	2.855509519577026367e+00
1.306700000000000000e+04	2.838092055607849495e+00	2.781274795532226562e+00
1.310100000000000000e+04	2.837731426906531684e+00	2.875636339187622070e+00
1.313500000000000000e+04	2.837372344416539960e+00	2.842520713806152344e+00
